4,12,20,2,2,39,2,2,0,0,2,2,13,3,4,0,3,1,35,5,2,0,1,3,6,1,0.956122449,28,119,51.12154408,1,1,0,1,13,4,14,3,4,5,8,1,1,4,7,6,3,11,3,0,14,0,4,0,11,4,2,2,3,16,2,2,2,0,11,5,0,4,9,3,6,1,3,0,0,6,22,5,0,5,1,5,12,1,4,4,6,9,3,3,0,1,2,3,0,1,9,8,5,0,20,4,3,3,61,0,23,2,14,10,8,3,5,2,34,5,15,0,2,0,1,26,22,3,4,1,31,0,2,14,0,7,8,1,0,0,3,6,0,1,3,3,2,4,0,13,8,0,5,1,3,6,4,8,1,1,4,3,2,4,6,3,2,24,0,4,0,1,7,4,3,1,20,4,8,4,2,2,2,2,3,1,6,5,1,3,5,3,0,3,1,11,1,10,1,4,4,2,5,1,10,3,10,11,1,25,1,3,4,10,6,6,2,4,1,1,1,2,1,2,1,4,2,4,12,0,6,0,13,8,2,3,2,2,1,1,3,3,3,0,2,4,1,1,1,19,2,0,0,11,2,3,0,1,6,1,2,0,1,9,3,1,3,3,3,6,0,8,12,6,0,7,1,1,9,5,1,3,4,1,4,1,7,4,5,5,3,2,4,1,5,9,7,2,1,18,0,0,5,1,0,4,12,9,4,3,12,5,1,8,11,7,4,8,2,6,3,0,1,3,7,9,4,4,4,4,1,2,7,2,5,1,10,16,2,1,4,45,0,1,0,1,34,11,0,2,6,5,2,3,13,3,0,1,36,2,0,38,137,4,3,162,3,1,26,9,20,2,4,1,17,15,4,12,2,1,0,0,5,2,1,2,2,11,7,1,2,31,23,3,12,1,3,0,2,11,0,0,18,5,15,0,0,2,2,0,5,106,2,0,3,2,1,4,0,543,0,0.030612245,14,4,0,49,1,0,27,6,27,0,7,130,2,2,17,143,3,2,8,5,2,3,19,43,26,1
0,1,3,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,9,1,0,0,0,2,2,0,0.890410959,3,25,52.89855072,0,2,1,0,1,0,1,0,1,0,3,0,0,1,1,1,1,2,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1,0,2,1,1,1,0,0,2,4,1,0,1,0,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,3,0,0,9,1,3,0,3,3,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,1,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,3,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,2,1,0,1,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,2,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,1,0,3,1,0,1,1,0,0,0,2,3,1,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,1,2,0,1,0,1,1,0,3,0,1,0,1,3,2,1,0,2,0,0,1,1,0,0,0,5,1,1,3,15,0,0,14,0,0,1,0,2,0,0,0,3,3,0,0,0,2,0,1,1,1,0,0,2,2,0,1,0,7,5,1,0,0,0,0,1,0,0,0,3,0,3,0,0,2,0,0,0,15,0,0,2,0,1,0,0,65,0,-0.095890411,3,0,0,3,0,0,2,1,5,1,0,16,0,0,4,18,0,0,0,0,0,1,5,4,1,1
0,0,0,1,0,7,0,0,0,0,0,0,1,1,1,0,0,0,4,2,0,0,0,0,1,0,1.146341463,7,25,46.59090909,0,0,0,0,0,2,1,0,0,1,1,1,0,1,1,0,3,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0,3,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,12,0,2,1,4,0,1,0,0,1,3,1,2,0,0,0,0,4,1,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,4,0,3,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,0,0,1,0,3,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,0,1,0,3,0,3,0,0,0,2,1,1,0,2,1,1,0,0,5,0,0,0,1,1,3,3,2,1,0,1,0,0,2,0,1,1,0,0,0,0,2,0,0,2,1,0,0,1,0,1,1,1,0,0,1,2,1,0,1,0,5,0,2,0,0,1,5,0,1,0,0,2,0,2,1,0,0,1,0,0,7,18,0,0,27,1,0,2,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,9,0,0,3,1,0,1,0,89,0,-0.073170732,0,0,0,4,0,0,1,0,5,0,0,18,0,0,0,17,0,1,2,0,0,1,1,5,7,1
7,11,17,3,1,10,1,1,0,2,0,1,9,1,1,1,2,0,10,1,1,0,1,1,1,1,0.865346535,12,51,53.60934183,2,0,0,0,0,0,4,0,4,1,3,0,4,3,5,6,1,7,3,0,7,0,10,0,3,4,0,0,0,2,1,0,2,0,2,1,0,0,3,2,4,1,0,3,1,4,1,2,0,1,0,2,2,0,3,11,1,0,1,0,0,0,0,2,0,1,3,2,1,0,3,9,1,1,17,2,8,2,5,7,0,1,0,1,14,1,4,0,1,2,0,10,10,0,2,0,14,4,2,5,1,1,3,3,0,3,1,3,0,1,2,9,1,7,0,3,3,0,3,2,4,5,0,2,0,1,2,1,0,1,1,2,1,12,2,6,1,2,3,1,2,1,7,5,8,4,0,0,3,0,0,1,4,2,1,0,2,2,0,3,3,1,0,1,3,1,0,0,1,0,4,1,0,2,0,8,0,0,4,7,7,5,1,3,1,9,0,1,2,0,0,0,3,2,3,0,5,2,6,0,0,0,6,0,1,0,1,4,2,1,0,3,1,3,1,7,0,1,0,3,0,0,0,1,4,1,0,1,1,3,1,3,7,0,3,7,2,4,1,5,1,3,1,0,2,3,1,1,0,0,1,0,6,2,3,1,2,2,0,2,1,5,12,0,2,8,1,0,2,0,0,4,9,1,5,2,6,0,1,1,4,7,0,4,1,0,3,0,0,3,3,5,0,0,0,1,3,0,5,5,10,4,4,3,1,2,1,14,0,0,2,1,15,4,2,0,1,2,0,0,10,1,0,1,17,3,1,16,65,0,2,40,0,0,8,3,8,1,0,1,11,12,1,3,1,2,0,2,1,0,0,0,1,6,0,1,3,12,25,1,7,2,0,0,1,2,0,0,5,1,16,0,0,1,10,0,1,60,1,1,4,2,0,0,1,211,0,0.100990099,10,1,1,21,0,1,15,1,24,2,0,64,0,0,5,69,2,2,0,2,0,2,8,11,6,1
3,16,45,4,1,59,3,7,0,2,1,11,42,2,3,1,1,10,37,3,4,0,2,5,8,2,0.793125398,41,165,55.7685481,1,8,5,4,14,2,16,4,3,3,11,1,6,8,15,3,3,24,3,2,14,0,9,1,10,5,2,1,1,13,2,2,8,2,8,0,3,2,9,8,13,2,5,1,0,6,21,9,0,5,1,4,14,2,4,9,13,4,5,4,1,4,2,5,1,5,14,2,2,1,15,10,3,2,51,3,20,2,21,15,2,2,7,6,40,0,12,3,1,2,0,44,37,1,4,1,48,3,2,21,2,1,7,3,2,1,3,12,1,4,8,5,3,21,0,16,10,2,18,0,5,19,0,19,2,1,6,3,0,1,5,10,3,30,3,5,1,1,9,9,3,1,37,6,16,12,5,5,3,3,1,3,13,9,2,4,12,6,3,6,11,12,1,12,7,8,3,1,15,2,7,5,7,15,1,23,2,7,10,16,21,20,1,9,8,6,1,3,4,2,2,4,4,4,14,0,16,1,4,9,1,1,6,4,0,2,3,7,3,0,4,4,0,1,1,21,1,2,5,18,2,1,0,1,3,1,0,7,5,3,3,5,17,7,7,17,1,15,13,12,2,9,3,2,15,4,2,5,5,2,3,3,8,4,7,2,7,5,8,11,2,22,20,4,0,28,0,3,7,3,5,13,17,12,6,5,21,4,0,8,12,12,8,16,4,10,5,2,1,4,5,16,2,1,4,3,1,1,13,5,25,2,16,14,8,10,3,56,0,1,4,1,56,16,1,2,6,7,2,0,21,1,1,5,50,6,3,38,199,2,2,156,1,1,39,7,20,3,3,1,14,39,0,10,4,4,0,2,4,3,7,0,5,19,7,8,4,35,45,7,19,10,4,0,1,15,2,1,33,3,21,2,0,1,8,0,3,181,1,1,13,3,2,3,0,655,4,0.049013367,24,2,2,67,0,0,40,3,55,4,2,186,4,3,14,200,6,8,6,9,2,6,25,57,38,1
5,5,10,0,0,11,2,0,0,2,0,1,2,0,0,0,1,1,10,3,1,0,3,0,2,0,0.867924528,13,20,53.53535354,1,0,0,1,0,0,7,2,4,0,0,0,0,2,1,1,0,5,0,0,3,0,4,1,3,0,0,1,1,2,0,0,3,1,0,1,0,0,0,3,0,1,0,0,0,1,2,1,0,1,0,2,0,1,0,6,1,0,1,1,0,0,0,0,0,0,3,1,0,0,3,1,0,1,6,1,2,2,0,4,0,0,0,0,11,1,0,1,0,0,0,2,5,0,0,0,7,0,0,3,0,0,1,0,0,0,0,2,1,0,0,3,1,1,0,2,2,0,1,3,0,0,1,7,0,0,0,1,0,1,4,0,1,5,0,0,1,0,1,1,0,0,5,2,0,6,0,1,1,0,1,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,3,1,3,0,1,2,1,0,3,0,1,2,2,0,1,0,0,1,0,0,2,2,0,2,0,5,3,1,1,1,0,1,1,1,1,0,0,1,1,0,2,0,1,0,0,2,5,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,2,0,1,2,2,0,1,0,0,0,1,0,1,2,0,1,0,0,2,1,0,1,6,3,0,3,1,1,0,1,1,1,3,2,3,3,0,5,2,0,2,3,2,2,2,0,3,0,3,0,1,2,3,1,1,0,0,0,0,4,3,6,1,2,0,0,2,0,6,0,0,0,0,6,2,0,0,0,1,0,1,8,1,0,2,8,0,1,6,27,1,0,20,1,0,8,0,1,0,0,1,2,5,0,2,0,1,0,1,0,0,2,2,0,1,0,1,0,6,20,0,6,1,1,0,1,5,0,0,9,0,8,0,0,1,3,0,0,30,0,0,2,0,0,0,2,92,0,0.064150943,4,0,0,9,0,0,3,0,13,2,0,21,0,1,0,31,2,0,1,0,0,0,7,9,6,1
3,4,17,2,0,12,2,1,0,2,0,2,16,0,1,0,1,0,14,3,5,0,2,2,1,2,0.814885496,9,46,55.09989485,1,1,2,2,6,1,5,3,3,2,4,2,3,4,5,1,1,9,1,0,5,0,4,0,4,4,1,1,0,2,4,1,1,1,1,0,0,1,2,4,4,2,2,1,1,4,3,2,0,1,1,3,2,0,2,5,6,1,2,2,0,2,0,4,0,0,0,1,1,0,2,4,0,2,13,0,6,1,9,3,1,1,4,3,22,0,7,0,0,0,0,18,12,0,1,1,13,0,3,6,1,1,2,1,0,2,0,2,2,2,4,4,1,4,0,7,4,1,2,1,5,8,1,7,1,0,0,1,0,1,0,3,1,10,3,1,2,0,4,0,0,0,8,1,9,4,1,1,0,2,0,0,4,3,0,2,4,2,1,1,4,6,0,5,1,4,0,1,3,1,4,1,3,3,1,7,1,0,2,5,5,15,0,1,1,3,1,0,2,0,0,1,1,1,9,1,4,0,9,2,5,1,3,0,2,3,2,1,1,0,0,0,0,2,1,4,0,0,0,2,1,0,0,0,0,3,0,0,0,1,1,1,4,1,1,9,0,6,4,3,0,3,1,0,5,9,1,0,2,1,1,1,3,3,3,2,0,5,1,2,0,4,9,0,1,6,1,1,0,1,1,3,8,3,5,6,6,1,1,0,2,6,0,3,4,1,2,2,0,0,2,8,0,0,0,2,1,1,1,2,4,0,5,6,1,2,3,15,2,0,0,0,19,5,0,0,0,2,1,2,6,0,1,0,15,1,0,12,69,1,0,41,0,0,11,7,7,2,1,0,6,14,2,6,1,1,0,0,1,1,0,1,2,6,2,3,1,15,15,3,7,6,2,0,0,4,0,0,6,1,14,1,0,0,3,0,1,73,0,1,3,0,1,2,2,220,1,0.129770992,10,0,0,20,1,0,9,1,24,0,0,75,2,1,8,72,2,1,1,2,0,2,6,18,11,1
3,4,9,4,0,14,1,1,1,0,1,4,11,0,1,0,1,1,6,5,0,0,0,1,0,0,0.872437358,8,47,53.40632603,0,1,0,2,6,0,6,2,4,2,1,0,2,3,2,1,0,3,1,0,4,0,6,2,4,0,0,1,0,3,1,0,2,0,7,1,1,1,2,3,3,1,3,1,0,4,2,1,0,2,1,3,1,0,4,6,3,0,4,0,1,4,1,1,2,0,3,2,1,0,2,6,0,2,13,2,2,1,5,4,1,1,0,2,20,2,2,0,1,0,0,15,17,0,0,0,11,4,3,7,1,2,1,0,1,2,2,1,0,1,3,2,0,7,0,3,4,0,1,2,5,4,0,1,0,0,0,0,2,0,1,2,1,8,1,0,1,0,2,1,1,0,10,1,2,8,0,3,3,1,0,0,0,2,3,0,3,1,0,2,2,3,0,2,0,1,1,0,3,0,5,3,0,4,0,3,1,0,4,4,5,3,1,3,3,5,0,0,0,0,0,0,2,2,5,0,2,0,8,2,1,1,1,3,1,1,1,2,1,1,1,2,0,0,1,4,3,0,1,2,0,1,0,1,3,0,0,0,0,4,1,1,3,1,3,7,0,6,0,5,1,0,0,0,2,6,1,0,1,1,3,0,6,3,3,2,1,5,0,4,1,6,8,1,2,5,1,0,1,0,0,7,7,2,7,0,6,1,1,1,5,4,0,2,4,0,0,1,0,2,1,5,0,1,0,2,1,0,6,4,3,0,0,2,2,4,2,14,0,0,0,1,19,2,1,0,0,1,1,4,5,0,0,0,15,2,0,11,60,1,1,38,0,1,3,3,13,2,2,0,8,8,1,1,1,3,1,3,0,0,1,1,0,3,2,2,2,6,19,3,5,3,0,0,1,7,1,1,3,1,15,0,0,1,5,0,2,51,3,3,2,0,1,3,2,187,1,0.157175399,12,2,0,24,1,0,11,0,20,4,1,59,0,3,5,74,0,2,3,2,0,3,5,17,3,1
2,1,11,3,1,13,0,1,0,0,1,1,11,0,0,0,2,0,3,1,1,0,1,2,0,0,0.897233202,3,27,52.70833333,1,1,0,1,4,1,3,0,3,1,3,0,1,2,2,0,0,4,0,0,3,0,1,0,2,2,2,1,1,1,0,2,1,0,4,0,0,0,0,6,0,0,4,0,0,4,3,1,0,2,0,1,3,0,0,1,2,0,0,1,1,0,0,1,1,0,1,0,1,0,5,2,0,0,13,2,3,0,2,2,1,1,0,0,10,0,4,0,0,2,0,4,5,1,2,0,13,0,0,5,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,1,0,1,2,0,1,2,1,1,0,0,1,0,0,2,1,2,2,4,1,1,0,0,1,1,0,0,8,1,0,3,2,0,0,0,1,3,1,0,0,0,4,0,0,3,0,0,0,2,0,0,1,0,2,0,0,0,0,4,1,2,1,1,4,3,3,0,0,1,3,1,0,0,1,1,0,1,0,0,3,0,1,1,3,1,1,0,1,3,0,1,1,2,0,0,0,3,0,1,0,5,0,2,3,4,1,0,0,0,1,0,1,1,1,1,1,2,2,1,0,4,1,2,3,2,1,3,0,0,2,1,0,2,1,0,0,1,3,1,0,0,1,3,1,2,1,0,3,0,1,4,0,0,2,0,1,1,4,2,5,1,2,0,0,3,4,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,1,0,1,0,7,1,1,0,0,8,6,1,1,0,1,1,0,5,0,1,1,7,1,0,8,30,1,0,36,0,0,2,0,4,0,0,0,4,4,0,1,0,1,0,2,0,0,1,0,0,5,1,0,1,7,11,2,1,2,2,0,0,5,0,1,6,2,10,1,0,0,1,0,0,29,0,0,4,0,2,1,0,120,2,0.083003953,5,0,1,12,0,0,6,0,13,0,1,34,0,1,4,36,1,1,1,0,0,0,3,9,6,1
11,9,39,4,2,32,1,2,2,2,4,10,34,1,1,0,2,7,47,12,4,3,1,6,4,2,0.946280992,43,162,51.38004246,2,2,1,1,17,0,13,5,6,3,11,1,3,21,10,1,12,12,8,3,6,0,7,5,11,0,1,0,2,6,0,1,11,2,15,3,2,0,1,9,3,1,13,0,1,9,11,3,0,5,1,11,17,0,4,13,12,5,1,1,3,0,4,10,4,2,10,6,1,3,7,9,4,1,39,3,9,2,12,5,2,5,5,0,32,10,4,0,2,2,3,21,36,1,5,4,30,4,2,10,1,0,14,2,2,1,3,8,3,0,5,7,3,13,1,8,12,3,4,8,5,11,1,9,0,1,2,5,0,3,2,2,1,20,1,8,4,1,3,3,2,4,19,3,9,9,4,1,5,0,4,3,14,2,2,1,9,1,5,12,2,7,1,14,6,3,4,4,8,1,11,3,2,11,2,16,2,4,11,12,11,11,3,3,16,6,3,1,4,1,3,0,3,2,9,2,7,0,7,6,0,5,7,2,2,1,3,4,7,3,2,8,0,1,4,9,4,4,2,9,4,0,1,1,10,0,1,4,3,3,6,3,8,2,5,6,0,8,12,9,0,10,2,5,8,9,1,15,3,5,3,3,8,2,6,2,2,8,0,2,9,8,14,1,2,9,3,4,2,3,7,10,5,11,8,4,12,3,1,8,17,11,2,7,5,6,2,11,2,4,1,10,2,2,3,2,8,3,15,11,10,1,11,20,3,11,7,58,2,3,0,4,25,10,7,3,3,10,2,2,37,0,1,3,39,3,5,31,144,0,0,177,2,1,9,2,38,2,7,0,21,29,5,7,4,3,1,4,0,2,2,4,2,16,6,3,2,27,42,6,8,9,1,0,2,7,4,0,23,5,33,1,5,2,5,1,4,134,3,4,16,2,2,1,2,604,5,-0.016528926,28,3,2,46,2,0,29,2,50,4,5,140,1,3,13,162,3,2,8,2,2,3,38,33,26,1
