0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468
0,0,2,0,0,2,0,5,6,2,0,0,20,4,1,2,0,0,1,15,0,0,2,0,0,5,0,1.296875,5,2,43.53741497,0,0,0,0,1,2,1,0,0,1,2,1,0,0,0,12,0,1,0,2,0,1,0,2,0,1,0,0,0,2,2,2,2,3,0,4,0,0,0,1,0,0,6,3,2,0,4,1,2,0,0,1,0,1,4,0,2,1,1,0,0,0,10,0,2,0,3,0,0,1,7,0,0,3,0,0,0,4,0,0,0,0,0,1,0,2,0,0,2,0,0,3,0,1,0,3,4,2,0,3,4,0,1,0,5,0,0,0,1,1,2,3,2,5,5,0,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,1,2,1,5,0,0,0,3,1,0,3,2,0,1,0,8,1,5,3,0,0,0,2,0,1,0,0,1,0,0,0,4,0,0,3,5,2,0,0,3,0,4,5,0,0,2,3,0,0,0,2,2,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,2,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,3,0,3,0,0,2,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,3,4,3,1,0,2,1,0,7,1,0,0,0,0,9,0,4,1,0,1,10,4,0,0,5,2,2,1,1,0,0,9,4,1,0,1,0,1,0,0,0,1,0,0,2,1,3,0,0,0,1,0,1,1,0,4,0,1,0,0,1,2,1,0,3,0,2,0,1,1,0,0,0,0,0,2,20,0,0,1,0,1,0,0,0,31,2,1,0,0,0,1,1,0,4,1,2,0,1,0,5,1,37,29,0,3,2,1,0,0,2,0,2,26,1,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0,7,20,0,2,2,1,1,0,0,0,1,1,0,8,0,23,0,4,3,0,0,1,7,0,0,2,1,1,1,2,0,0,3,3,8,115,2,0,0,1,3,5,1,0,1,1,10,0,1,0.1875,6,1,2,1,1,0
0,1,7,0,10,12,0,5,19,0,1,0,113,2,0,3,1,0,6,26,1,0,0,0,1,3,0,1.256038647,9,5,44.3254818,0,7,2,2,6,1,1,0,1,6,1,6,1,3,2,26,2,7,3,5,3,4,0,3,0,4,0,0,2,7,7,8,5,2,4,3,0,4,1,2,1,0,11,6,8,0,8,1,3,2,6,0,0,6,7,1,4,0,1,1,1,0,26,1,3,2,23,3,2,17,20,1,9,8,0,1,0,6,0,2,3,1,2,10,2,7,1,2,7,1,3,3,0,0,0,4,6,1,2,1,6,0,1,0,21,0,1,3,2,1,7,9,2,20,20,2,1,2,1,3,0,4,4,1,2,1,1,4,4,6,0,11,7,0,6,0,0,1,4,0,1,9,0,2,3,3,23,3,23,4,1,5,0,14,0,0,0,2,7,4,0,0,4,1,4,4,8,4,5,1,9,0,6,12,2,1,4,3,2,1,3,4,4,1,1,1,2,1,2,14,4,1,1,1,0,7,4,1,3,6,5,6,3,2,0,2,7,0,1,6,1,1,1,0,3,2,0,4,4,5,1,0,5,2,2,0,1,5,0,2,17,4,7,5,2,4,0,1,4,0,8,2,4,12,0,6,2,3,7,0,1,4,5,11,3,0,1,0,7,0,7,2,1,1,3,1,25,5,7,5,2,2,23,5,3,0,5,5,6,8,0,0,2,19,6,5,1,1,1,5,0,2,3,1,0,2,1,7,4,2,4,4,1,1,0,5,3,9,2,2,4,3,1,2,1,0,8,0,6,5,3,1,0,0,1,0,1,3,84,3,1,1,1,1,1,0,0,69,3,2,1,2,3,0,2,2,9,7,10,1,3,0,18,1,92,83,0,4,8,1,1,1,3,1,12,82,4,1,2,5,8,2,1,0,0,0,8,1,5,1,2,2,17,71,0,2,3,6,2,0,8,1,2,1,1,14,2,82,2,11,29,1,2,6,20,15,1,8,0,14,1,0,1,1,4,22,23,345,3,2,1,1,10,15,0,0,0,0,26,2,1,-0.004830918,12,0,2,11,2,0
0,2,5,2,2,1,0,1,9,2,0,0,61,4,0,6,1,1,10,14,1,1,0,1,1,4,1,0.667247387,6,4,59.97910136,0,6,0,1,1,0,0,1,0,1,1,3,2,1,0,19,0,4,1,3,1,0,0,7,0,0,1,2,1,4,3,2,1,2,17,12,2,0,0,1,0,1,3,10,3,0,5,2,3,0,2,2,1,4,1,0,4,0,3,2,1,0,18,0,4,4,15,4,1,13,17,0,2,3,1,0,0,2,1,1,0,3,4,5,1,10,2,0,3,0,0,2,1,0,1,3,6,1,1,1,11,2,1,0,19,1,0,0,0,2,0,1,0,11,4,0,4,0,3,6,0,0,4,1,1,7,0,1,2,4,1,2,3,0,2,1,1,0,4,1,1,2,1,7,1,1,3,4,3,1,0,4,1,1,1,1,0,2,1,3,0,0,0,3,2,9,0,2,4,3,2,1,0,0,1,2,5,5,0,0,2,2,4,1,1,2,0,1,0,4,1,2,1,8,1,5,6,2,1,4,0,3,2,2,0,1,2,1,0,2,0,2,1,1,2,4,4,2,6,7,0,0,5,1,0,2,1,2,1,3,2,8,2,1,0,3,1,6,2,0,4,0,3,0,0,3,1,3,3,2,3,1,3,2,2,2,2,8,6,2,3,5,4,5,0,3,10,0,2,0,2,1,5,1,1,0,3,1,1,5,0,0,4,9,6,2,0,2,0,2,0,0,1,1,2,1,1,3,3,1,3,1,1,1,2,2,1,3,0,2,0,0,0,0,0,0,1,0,2,8,0,1,0,0,1,1,0,2,55,0,0,1,0,3,0,0,0,81,0,0,1,4,4,0,1,0,1,0,3,0,0,0,13,1,35,42,2,1,4,2,2,3,8,0,1,64,0,1,6,0,4,0,2,0,1,2,10,1,1,0,3,2,11,43,3,1,2,0,0,1,2,1,0,3,1,15,0,46,0,3,20,0,0,7,23,5,2,5,0,17,0,1,0,2,0,16,11,197,2,2,1,0,2,17,1,0,0,0,30,0,0,-0.027874564,1,5,5,0,1,0
1,0,13,4,3,5,1,6,31,1,0,1,164,12,4,15,3,0,17,33,1,2,1,1,2,5,1,0.682478959,11,5,59.43610732,6,16,1,1,9,0,2,2,1,9,2,6,2,9,2,25,1,3,2,6,2,3,3,11,7,1,1,0,0,9,10,3,20,2,20,20,4,1,1,0,2,5,6,11,3,7,7,1,5,5,16,0,5,7,6,3,7,2,4,4,3,0,35,2,1,3,52,10,2,38,37,1,8,6,3,4,0,13,5,0,1,5,7,12,0,12,3,4,4,0,1,3,1,0,1,5,19,1,2,1,13,5,1,0,32,3,0,0,1,2,15,6,0,20,12,2,3,0,4,9,0,0,7,2,1,15,0,3,2,11,4,7,9,0,5,5,5,1,16,2,3,6,2,15,3,2,19,5,7,10,3,13,2,11,2,1,2,2,5,2,1,1,2,15,5,14,12,6,4,1,2,1,5,5,6,5,9,6,8,3,1,3,9,0,0,0,2,2,3,5,4,1,2,10,4,11,4,3,3,16,0,3,7,0,0,1,7,3,0,7,0,3,3,2,2,1,1,7,10,8,1,0,13,1,1,5,2,6,3,5,18,14,10,6,7,11,0,15,6,0,15,0,6,7,1,16,6,7,19,1,3,6,17,4,3,4,1,11,11,1,6,13,4,6,1,6,32,2,8,3,1,7,20,4,0,1,4,2,3,8,1,2,8,23,5,7,5,3,1,2,0,3,0,3,4,0,1,8,5,2,7,2,2,1,1,3,2,6,0,1,1,1,1,0,1,3,6,2,6,17,2,1,0,0,2,1,4,1,135,2,1,0,0,10,3,0,4,181,1,0,4,3,2,1,2,0,5,3,15,1,3,2,40,3,81,141,5,4,5,1,0,1,8,1,2,116,1,3,4,0,10,0,3,0,4,3,18,4,0,2,7,2,17,96,3,0,1,1,1,3,6,5,1,2,5,25,9,130,1,3,48,1,0,9,43,15,0,10,2,34,1,3,1,2,5,60,23,410,1,0,2,1,10,41,0,0,1,1,37,1,1,-0.011476664,4,10,9,1,4,0
0,2,2,0,0,1,2,2,9,3,0,0,49,3,1,5,0,0,7,15,2,2,0,1,2,3,1,0.825396825,2,2,54.7826087,1,1,0,0,5,0,0,0,0,2,1,7,0,2,1,11,0,1,1,1,2,0,0,3,1,0,0,1,1,2,2,1,1,2,5,6,1,0,0,3,0,0,0,6,3,1,2,1,3,0,7,0,2,2,4,0,5,1,4,0,1,0,10,0,2,1,15,8,0,12,13,0,3,4,0,2,0,2,2,0,0,1,1,4,1,3,0,2,2,0,1,3,2,0,0,0,4,1,1,0,2,1,0,1,13,1,0,0,0,0,1,4,0,7,8,0,0,0,0,0,0,0,2,1,0,2,0,0,2,2,2,2,2,0,0,1,0,0,4,1,1,1,0,2,0,0,4,1,2,3,0,2,1,2,0,0,1,4,4,1,0,1,1,2,1,2,1,0,3,1,3,1,1,1,0,2,4,4,0,1,1,1,5,1,2,0,0,0,0,4,0,1,1,5,0,4,3,0,0,0,2,1,3,0,1,0,6,1,0,2,0,0,1,0,0,2,3,3,4,4,1,0,2,1,0,1,0,4,1,1,3,2,1,1,1,4,1,1,2,0,5,0,3,2,2,5,1,0,2,1,0,3,3,5,3,1,0,4,5,2,4,3,1,1,0,1,9,0,1,0,1,0,5,0,4,1,1,0,1,4,1,0,2,13,1,2,0,1,0,1,2,0,0,2,2,2,0,1,2,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,3,0,0,0,0,1,2,0,0,0,46,1,2,0,0,2,0,0,2,49,1,1,2,2,1,0,1,0,4,3,4,0,0,0,11,0,32,48,2,1,1,1,0,1,2,1,1,44,0,1,2,1,1,0,1,0,1,1,4,0,0,0,1,0,8,31,0,0,1,0,0,0,1,0,0,1,0,5,0,39,0,2,13,1,0,4,7,3,0,6,1,9,1,1,1,0,1,12,7,143,0,0,0,0,3,13,0,0,0,1,15,1,1,-0.010582011,1,3,6,0,0,0
0,3,0,1,1,7,0,5,4,1,0,0,37,1,1,1,0,0,3,5,2,0,0,0,2,1,1,1.212230216,1,3,45.20325203,1,1,0,1,2,0,2,1,1,3,2,3,0,3,1,13,0,5,4,3,1,2,0,2,2,1,2,1,2,1,2,3,6,1,0,0,0,0,2,0,0,0,4,3,4,0,4,0,5,0,3,1,0,0,3,1,1,2,0,0,1,0,6,1,2,0,6,3,1,13,3,1,3,3,1,0,2,2,2,0,0,0,5,3,0,1,0,2,1,1,1,1,0,1,0,3,2,2,0,0,2,0,2,0,8,1,0,2,1,1,4,5,0,9,8,1,1,0,1,1,1,0,3,1,0,1,0,0,0,2,0,1,2,0,2,1,0,2,1,1,0,2,0,1,1,1,5,1,5,3,1,2,1,7,0,1,0,2,1,3,0,0,1,3,1,1,7,6,2,0,9,2,3,9,0,2,2,2,0,1,0,1,4,1,0,1,0,0,0,3,1,2,1,1,0,2,3,1,1,1,4,1,4,0,1,0,0,0,2,3,1,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,1,5,0,1,5,1,3,1,0,5,0,1,1,1,1,0,3,1,0,4,1,0,2,0,2,2,1,2,0,0,0,3,1,0,3,3,0,0,0,0,16,0,2,1,0,3,16,1,0,0,4,4,5,3,0,0,0,7,3,3,0,1,2,3,0,2,1,0,1,0,0,0,2,1,5,1,1,0,0,0,0,5,0,0,2,0,1,0,2,0,1,1,5,1,0,0,1,2,1,1,1,0,27,2,1,0,2,1,2,0,0,41,1,2,1,0,2,1,0,1,0,1,2,0,0,2,5,0,47,50,0,5,1,1,0,0,2,0,2,24,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,4,35,0,5,0,3,2,0,4,1,0,1,1,5,0,58,0,2,5,0,1,4,6,1,1,5,1,7,1,1,2,0,2,15,13,135,0,0,0,2,3,10,1,0,0,0,2,0,0,0.057553957,5,9,1,2,0,0
2,4,8,1,7,3,1,6,21,4,0,2,116,7,3,5,0,3,10,25,2,0,0,1,1,7,3,0.938679245,5,8,51.58150852,4,12,0,0,5,1,1,0,0,10,6,4,1,5,0,34,3,9,1,5,0,2,3,7,1,0,0,2,1,8,8,4,8,6,16,11,3,1,0,0,0,3,6,12,12,2,15,4,5,3,7,2,1,9,7,4,3,1,0,0,3,4,17,1,5,6,30,2,1,38,26,1,8,2,3,1,5,7,0,2,2,3,6,8,2,7,3,2,8,1,2,6,4,3,1,2,13,2,2,0,7,2,2,1,26,1,0,1,7,2,6,4,1,29,19,1,3,0,4,6,2,0,7,1,1,2,3,2,3,7,1,7,5,0,6,3,2,1,7,3,1,5,3,7,0,3,6,4,4,9,0,11,4,11,2,1,1,3,4,4,1,1,5,1,3,6,2,5,9,3,13,1,2,6,5,3,13,0,2,1,0,2,12,1,3,3,0,1,1,12,4,1,1,8,0,9,5,4,1,11,3,5,3,2,0,0,7,2,1,5,1,2,2,2,2,0,2,5,6,9,1,0,9,1,2,1,4,4,2,6,11,9,3,0,6,5,3,5,2,2,12,0,6,7,2,13,1,2,13,0,0,4,4,7,3,3,3,2,4,6,13,8,3,0,1,7,22,4,4,2,2,2,26,3,0,0,4,2,2,9,0,2,2,25,9,4,4,1,2,5,1,0,2,1,1,2,3,6,4,2,7,2,0,1,3,4,1,11,0,1,0,2,2,3,2,1,5,1,6,6,2,3,2,0,1,2,1,2,91,2,0,1,0,6,1,1,3,103,0,1,0,4,2,1,0,2,12,4,8,2,3,2,24,3,96,100,1,3,5,2,7,0,7,2,1,101,2,1,2,3,7,1,4,3,1,1,14,1,2,1,3,1,34,79,2,2,1,1,0,2,5,2,0,2,0,19,3,124,0,14,39,0,0,11,28,9,0,6,4,19,2,1,0,2,6,36,12,373,1,0,2,0,4,21,1,3,1,1,22,0,1,0.018867925,12,12,7,0,3,0
1,6,10,3,11,14,0,8,22,5,3,1,194,13,1,9,4,3,16,43,1,1,0,11,4,7,8,0.809455587,10,3,55.26524149,4,15,1,0,7,1,4,1,0,13,11,3,2,5,3,27,1,10,11,7,6,3,3,13,4,1,3,4,0,9,13,5,10,5,21,16,6,0,0,3,1,3,11,17,11,2,12,3,8,2,7,0,5,12,8,2,11,2,3,7,4,3,41,2,9,7,49,16,0,53,46,2,11,11,3,1,3,10,6,1,2,0,10,12,1,11,4,4,8,0,0,6,7,3,2,6,20,2,5,1,13,5,0,3,46,1,1,3,5,5,16,3,1,39,32,4,2,0,2,8,1,1,8,1,0,13,3,1,8,9,4,7,7,1,10,7,2,0,20,4,2,4,3,6,1,2,18,9,8,14,0,16,1,12,3,4,2,7,9,4,0,0,1,8,2,14,12,7,6,3,10,2,7,6,8,2,17,8,3,4,3,3,6,2,3,6,2,2,2,20,0,0,3,13,2,19,7,4,4,17,4,5,4,1,2,1,10,2,0,13,0,5,4,3,5,2,1,7,5,14,0,1,10,1,3,5,2,14,5,9,12,16,4,6,3,7,8,12,7,0,8,3,7,3,4,15,5,5,21,0,2,5,10,9,5,2,0,16,17,4,11,10,4,5,3,6,36,4,17,1,9,1,31,4,0,0,6,2,6,13,1,2,4,29,16,7,5,2,3,6,2,1,2,2,3,3,1,5,6,3,4,0,5,3,2,5,0,21,3,1,0,1,0,1,5,3,4,1,6,20,4,2,0,2,7,3,2,3,142,3,0,2,0,11,1,2,11,177,3,1,1,2,6,3,4,2,20,11,18,2,4,2,43,2,109,144,2,12,16,0,1,4,7,4,5,133,0,5,3,1,9,1,3,5,2,5,22,3,2,1,5,1,35,126,3,2,0,5,2,3,4,4,6,4,0,30,7,168,2,10,54,0,1,12,42,15,1,17,3,42,1,2,2,3,3,73,31,514,5,0,2,1,15,43,2,3,1,1,47,3,1,-0.028653295,5,12,12,1,1,0
0,0,7,2,2,1,1,2,11,1,0,0,49,5,1,4,1,0,2,11,0,0,0,1,2,3,0,0.822888283,2,4,54.85799701,1,3,0,0,2,0,0,1,0,5,1,0,1,2,0,13,1,0,2,1,0,0,0,4,1,1,2,0,0,2,4,2,7,2,5,5,0,1,0,1,1,0,2,2,5,1,4,2,2,1,3,1,1,3,0,0,1,0,0,1,1,1,15,0,4,2,8,3,0,10,9,1,4,2,0,2,0,1,0,1,2,3,0,1,0,4,1,0,2,0,1,2,1,1,0,1,4,0,1,0,5,2,1,1,8,0,1,1,0,0,4,0,1,13,9,0,3,1,0,2,0,0,0,0,1,2,0,0,2,2,3,2,3,0,1,1,1,0,6,2,0,0,1,0,0,1,8,2,2,4,2,5,0,2,0,1,1,1,1,1,1,0,0,5,0,2,1,3,3,0,3,0,2,0,3,0,6,3,0,0,0,0,3,3,0,0,1,1,1,3,3,0,1,0,0,3,2,1,0,3,4,1,0,0,0,0,5,1,1,0,0,1,0,2,0,0,0,2,3,3,0,0,5,0,1,1,1,3,0,2,4,2,0,1,1,2,0,4,1,0,3,0,1,0,2,3,1,0,3,1,0,3,4,0,2,2,0,1,3,1,1,2,1,1,2,1,14,1,3,0,1,2,9,1,0,1,3,1,1,4,1,0,2,11,6,1,0,1,1,3,2,1,0,0,0,0,0,3,2,3,0,0,0,0,1,2,1,5,2,0,0,0,0,0,1,1,4,1,1,4,0,0,0,0,2,1,1,0,34,0,0,0,0,3,0,0,1,59,1,0,0,3,0,0,0,1,3,2,7,0,1,1,7,0,31,42,0,1,4,0,0,0,3,1,1,51,0,1,0,0,2,0,2,0,0,1,6,1,1,0,2,0,7,30,0,1,0,1,0,0,1,2,1,1,1,9,2,41,0,1,11,1,0,2,12,4,0,2,0,4,1,1,0,1,2,14,13,144,2,0,0,0,4,7,1,1,1,0,11,1,0,0.079019074,2,3,4,1,3,0
0,1,4,0,0,5,0,1,8,0,0,0,34,5,0,1,0,0,6,7,0,0,1,2,1,1,0,0.890675241,1,1,52.89115646,0,5,0,0,4,0,0,0,0,2,0,1,0,2,2,8,1,3,2,1,0,4,0,1,0,0,0,1,0,2,1,1,4,6,6,2,1,0,0,0,0,0,4,6,4,0,2,0,3,0,0,1,0,6,2,0,3,1,2,0,0,0,5,0,2,1,4,3,0,15,5,0,2,2,1,0,0,1,0,0,0,0,2,4,1,0,0,1,3,0,0,1,0,0,1,1,2,0,0,2,1,0,0,0,14,1,1,0,3,1,2,2,1,12,4,3,0,0,0,2,1,0,7,1,0,4,0,0,0,5,0,1,2,0,2,1,1,0,3,1,0,2,0,2,0,0,6,2,2,3,0,5,2,9,0,1,0,0,2,0,1,0,3,0,0,2,0,1,0,2,0,0,1,4,1,0,10,2,0,1,1,0,7,1,2,0,0,1,0,4,0,0,0,3,1,6,0,0,0,3,0,2,0,0,0,1,3,3,0,3,0,1,1,1,2,0,0,6,0,1,0,0,2,0,1,0,1,3,1,2,4,1,0,1,1,2,0,3,1,0,1,0,1,5,2,3,1,0,3,1,0,3,1,2,1,0,1,1,7,1,3,3,0,0,0,3,8,3,1,0,0,0,8,4,1,0,1,2,0,5,0,2,4,5,3,0,1,0,1,1,0,1,1,1,2,0,0,2,1,0,2,2,1,0,1,3,1,6,0,1,0,0,0,0,1,0,0,0,4,1,1,0,0,0,2,2,1,2,31,1,0,0,0,0,0,1,2,41,0,0,0,0,2,0,0,1,1,4,3,0,0,0,7,0,34,40,1,3,0,1,1,1,1,1,1,37,0,2,0,0,0,0,0,0,1,0,6,0,0,0,1,1,3,37,0,1,0,0,0,1,0,0,0,0,0,5,0,53,2,3,8,1,0,4,8,2,0,2,1,10,2,0,0,1,0,19,12,122,1,0,0,0,5,15,3,0,0,1,8,1,0,0.01607717,1,2,1,1,0,0
1,0,4,0,4,7,0,7,4,1,0,0,49,2,0,1,0,0,1,13,3,0,0,0,0,1,1,1.558441558,2,2,39.08629442,0,3,0,0,5,0,2,0,1,0,2,1,0,0,0,5,1,1,2,3,0,1,2,3,0,1,0,0,0,0,1,1,2,0,1,2,1,0,0,1,1,2,3,0,0,0,1,1,0,1,1,1,0,4,0,1,3,0,1,0,0,0,4,0,4,0,10,0,0,6,5,0,5,7,0,2,1,3,0,0,2,0,0,3,3,0,0,0,1,1,1,2,3,1,1,2,0,0,1,0,0,0,0,0,5,0,1,2,0,1,2,1,1,11,7,2,0,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,0,4,0,0,0,1,0,1,9,0,2,1,0,5,3,12,4,0,1,0,3,1,0,2,0,0,2,2,1,4,1,0,1,5,4,0,1,1,3,2,4,2,1,5,1,0,2,1,6,1,0,0,1,0,0,0,2,2,0,1,2,0,5,0,0,0,1,4,3,1,0,1,0,5,0,0,2,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,1,0,2,5,1,9,1,0,2,1,5,0,1,2,0,2,1,2,1,0,0,3,0,0,0,2,7,2,1,0,3,0,0,2,0,1,0,0,0,20,0,2,0,0,0,7,2,1,0,1,1,3,2,0,1,0,18,0,1,1,0,1,0,1,1,0,0,1,4,0,5,2,0,0,1,0,0,0,0,1,5,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,2,38,0,1,1,2,6,0,1,1,12,1,0,0,0,2,2,0,0,4,15,4,1,0,0,15,0,59,30,0,3,0,0,0,0,2,1,6,30,0,0,0,1,2,0,0,0,0,1,3,1,3,3,0,0,17,36,0,1,1,2,1,1,3,0,0,0,1,5,1,25,0,2,5,1,0,1,1,1,0,1,0,7,0,1,0,0,2,7,14,161,1,0,0,4,4,10,0,2,1,1,6,0,0,-0.203463203,3,2,2,2,0,0
0,2,1,1,6,12,0,2,17,0,0,1,39,0,0,5,2,0,0,1,0,2,2,1,0,4,1,0.813807531,0,7,55.13264129,1,7,0,2,2,0,0,0,0,0,1,2,1,3,1,8,1,5,1,2,1,3,2,0,5,1,2,0,0,6,0,2,3,6,7,6,2,0,1,0,0,0,3,5,4,1,5,1,2,1,3,0,0,2,3,1,2,0,1,2,1,0,14,0,1,1,9,6,0,17,14,1,2,1,1,1,0,3,3,1,0,0,2,2,1,4,1,4,2,1,0,2,0,0,0,3,3,1,2,0,6,1,1,0,13,0,1,0,0,0,4,1,0,24,9,0,2,1,0,4,0,0,3,1,0,7,0,3,1,2,2,2,3,1,3,0,0,1,5,0,1,1,1,4,0,1,3,3,1,2,1,7,0,6,0,3,3,2,1,2,2,2,2,3,2,1,3,0,5,0,2,0,1,6,0,0,3,0,2,0,0,0,2,0,1,0,0,0,1,2,0,0,0,1,0,2,4,1,2,3,0,4,1,0,0,1,0,1,1,5,1,0,1,0,1,2,0,4,0,3,1,3,1,0,0,0,2,4,0,0,3,4,2,1,2,4,0,3,3,1,1,1,3,1,0,5,1,0,4,3,0,4,2,1,4,2,0,4,4,0,2,2,0,3,1,0,9,0,3,0,2,0,14,1,0,1,4,7,2,2,1,1,0,7,1,5,0,1,1,6,1,3,0,0,3,2,1,2,3,1,3,1,0,1,1,4,0,2,0,0,2,1,0,1,0,0,2,4,2,3,0,0,1,0,2,0,4,1,48,0,0,0,0,4,0,2,0,73,0,0,0,0,2,1,0,1,3,2,4,0,1,1,7,2,40,52,1,1,1,2,1,0,1,1,1,58,0,2,0,0,1,0,0,0,0,3,2,1,1,0,0,1,5,62,2,0,2,1,1,2,6,0,1,1,1,9,0,72,4,2,9,5,0,2,20,3,0,6,1,14,2,1,1,1,0,16,12,203,0,0,1,1,6,7,0,1,0,1,19,1,1,0.087866109,3,7,1,0,1,0
0,3,6,1,4,12,1,12,12,1,1,3,105,4,0,5,1,0,4,29,2,1,1,1,3,2,3,1.195364238,6,9,45.5505279,4,7,0,1,2,1,2,0,1,4,6,6,1,9,0,16,0,9,4,5,1,2,1,5,0,1,0,4,2,5,6,6,3,3,2,4,1,2,1,0,1,1,7,4,3,1,7,2,8,1,2,1,1,6,5,3,6,0,1,3,0,2,13,2,2,1,24,4,2,15,18,0,8,9,2,1,2,4,2,3,1,0,3,6,4,3,0,2,4,2,1,8,0,4,1,4,7,2,0,0,3,1,1,1,13,3,2,3,1,2,5,3,0,15,16,1,0,2,2,3,0,0,3,0,3,6,1,0,0,7,1,3,3,1,8,1,1,0,0,2,1,12,1,2,4,1,3,6,6,6,0,3,1,6,1,1,1,1,5,1,2,3,11,3,0,2,14,4,11,3,5,1,4,9,2,2,3,5,0,2,1,2,9,2,2,1,1,1,2,11,0,0,2,11,1,10,8,0,2,9,4,7,3,0,0,0,12,1,1,3,0,0,0,0,0,4,1,6,2,3,2,1,6,0,1,1,1,2,0,1,6,4,8,2,2,2,4,12,3,1,7,1,2,6,1,5,1,0,8,0,0,0,2,9,2,2,2,6,5,0,5,5,2,5,1,1,23,3,2,1,2,3,12,4,3,1,3,0,13,8,0,1,0,40,2,8,0,1,0,2,0,2,0,1,2,4,1,15,4,2,3,3,2,2,2,2,2,9,1,2,5,2,2,5,3,2,6,1,8,6,1,3,3,2,0,1,3,3,102,1,1,0,3,2,0,1,4,59,0,3,0,1,8,1,2,0,10,9,4,0,1,1,35,4,103,73,2,2,5,1,2,2,2,1,2,75,0,3,2,4,7,1,5,1,1,3,4,3,0,5,2,2,40,73,3,1,3,4,1,1,2,1,0,3,1,15,2,62,1,7,30,1,0,3,18,6,0,5,0,18,1,1,0,0,4,28,17,353,3,2,2,3,11,19,0,1,3,1,30,3,0,-0.09602649,5,2,1,4,2,0
