0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468
17,5,0,12,2,18,2,0,2,1,1,16,4,4,3,0,17,1,14,2,0,9,-0.01010101,6,7,8,4,2,1,5,4,3,9,6,4,2,14,7,0,9,6,10,5,2,0,8,5,2,0,4,0,3,2,0,3,11,5,3,1,1,0,9,2,6,16,0,20,0,1,2,4,4,24,0,15,1,0,2,0,39,26,6,1,0,1,17,1,0,8,10,1,5,32,1,9,18,2,25,0,2,24,3,0,1,20,1,4,23,0,3,2,0,10,4,6,0,5,3,0,1,3,2,4,6,8,0,3,3,2,1,1,5,3,0,0,7,2,2,1,1,3,6,32,2,0,0,15,5,0,1,6,3,2,2,2,2,6,0,4,9,3,0,8,9,1,2,3,0,0,0,5,2,0,3,4,8,10,0,1,0,1,7,3,6,2,1,1,0,4,4,6,14,2,1,5,0,0,1,2,0,5,0,3,12,1,11,3,2,3,11,2,3,6,3,6,2,1,0,1,0,2,1,2,0,1,5,1,4,1,0,2,0,1,2,0,0,1,0,2,0,0,3,3,1,2,3,1,1,3,0,0,1,8,2,1,0,1,5,0,0,0,2,1,0,3,0,4,1,1,0,0,1,0,0,0,1,2,2,0,1,0,1,1,1,3,0,0,0,0,1,1,2,0,1,3,3,1,2,1,0,3,1,3,0,2,1,1,4,3,1,1,1,2,0,8,2,5,0,9,3,5,3,0,1,3,1,2,0,17,2,2,5,2,3,4,4,1,6,4,10,7,0,6,3,1,2,7,4,1,10,3,7,10,3,2,4,0,10,5,0,4,11,10,1,3,1,1,1,0,1,0,0,2,0,0,0,3,0,1,1,3,2,2,1,4,1,0,1,1,2,1,4,1,3,4,1,0,2,5,3,3,0,3,0,0,3,1,2,1,5,1,1,1,0,6,0,4,3,2,1,15,18,1,2,0,3,0,1,1,0,2,22,2,3,2,20,2,6,2,1,34,3,30,2,1,0,0,1,7,3,0,24,0,1,0,16,5,13,0.106500692,107,1,2,3,0,1,0,28,13,1
22,1,1,13,1,29,2,0,7,2,1,14,5,4,2,2,10,3,9,3,0,8,-0.196581197,6,5,7,6,4,5,6,4,1,11,6,0,4,4,5,0,3,5,1,0,3,0,4,2,0,1,5,3,1,4,2,0,7,8,4,2,1,1,4,0,2,21,1,15,0,0,1,3,3,15,1,18,5,0,0,3,29,32,3,2,0,2,12,2,2,5,11,0,4,21,0,18,18,0,26,0,2,19,1,1,1,22,0,4,28,0,1,1,1,10,2,5,1,4,1,4,1,0,4,1,0,3,2,3,3,1,1,2,2,4,2,2,7,1,3,4,1,8,3,23,4,1,2,27,3,0,4,5,4,1,0,2,2,6,0,3,9,2,1,4,9,3,3,3,0,0,1,3,2,0,0,5,3,7,2,1,1,0,4,0,5,0,0,1,0,3,2,2,8,2,1,6,0,3,0,0,0,1,0,3,9,2,10,6,7,3,9,8,4,9,3,5,2,2,0,1,2,0,3,3,0,3,2,0,7,0,0,1,0,0,0,1,2,3,3,0,0,0,0,1,1,1,2,0,3,3,0,0,1,5,0,1,0,1,1,0,0,0,3,2,0,2,0,2,0,2,0,1,3,0,0,0,0,4,0,2,5,0,0,1,4,3,1,0,0,0,1,1,2,0,1,1,2,3,2,2,2,2,0,3,1,2,1,0,0,3,3,1,0,0,1,6,0,2,0,5,2,4,0,0,1,2,2,8,0,16,0,0,10,2,1,0,2,3,9,2,8,13,0,1,2,1,3,2,2,0,6,7,3,4,8,0,1,1,6,1,0,7,9,4,0,2,5,4,1,0,3,1,1,1,1,4,1,5,1,0,1,1,3,3,0,4,1,4,0,2,5,5,0,1,1,1,2,6,0,2,1,5,2,0,0,1,6,0,4,0,2,3,0,1,0,1,0,2,0,1,3,28,13,1,3,0,2,1,2,1,2,1,8,4,4,3,21,1,7,0,3,21,0,21,0,0,0,2,2,9,0,1,20,2,1,1,8,2,10,0.106060606,68,0,1,2,1,0,0,19,15,1
28,4,1,14,3,10,3,1,0,2,0,18,3,8,1,0,14,1,11,3,1,8,0.006396588,2,7,8,7,1,3,6,3,0,6,3,3,5,7,7,0,7,5,7,4,3,0,2,1,1,0,5,2,5,2,0,0,9,4,1,1,2,2,8,2,3,6,1,11,1,2,0,3,5,20,1,13,1,1,1,4,20,40,3,1,0,1,11,0,1,5,4,3,2,25,0,10,11,0,13,0,1,17,1,1,1,16,0,5,24,0,0,8,0,7,0,4,0,1,5,1,1,0,1,3,1,2,1,2,6,1,3,4,4,4,0,3,3,2,3,1,0,2,3,25,2,1,1,12,4,0,1,1,4,2,2,2,1,4,1,3,3,2,0,6,3,1,0,2,1,0,1,1,2,0,1,7,5,6,1,1,1,1,2,3,3,0,2,0,1,9,3,5,10,1,1,1,0,1,0,1,1,3,0,2,6,0,7,1,4,2,9,3,3,5,0,11,2,2,1,0,4,1,1,0,1,2,1,0,5,0,0,3,1,2,0,1,1,2,0,3,0,0,1,1,0,8,3,1,0,4,0,0,0,10,1,0,1,2,2,1,1,2,2,1,0,0,1,0,1,2,0,1,1,0,0,1,1,3,0,0,3,2,0,0,2,2,1,1,0,1,3,1,2,0,1,1,3,2,0,2,1,5,0,0,0,0,6,0,0,1,2,1,0,0,2,5,2,2,0,1,1,0,1,0,1,6,0,3,4,15,0,4,9,0,4,0,1,2,4,3,11,8,4,3,1,0,4,2,6,1,7,1,6,2,2,0,1,1,4,0,0,0,10,3,0,1,1,1,0,0,0,0,0,2,1,1,0,4,1,0,0,1,0,1,1,3,2,1,2,1,0,0,2,1,3,4,4,0,0,4,0,4,2,1,0,1,4,0,5,0,2,0,0,2,0,8,0,1,2,0,2,13,17,0,2,0,1,0,0,0,0,0,9,3,1,2,8,5,6,1,0,17,1,21,1,1,0,0,2,15,0,1,8,1,0,1,13,5,12,0.148580968,75,0,0,2,1,1,1,23,6,1
25,1,1,30,3,19,2,2,5,1,3,20,4,6,5,3,17,1,15,4,3,9,-0.011976048,3,4,12,9,1,6,6,4,2,12,6,5,2,8,6,1,5,8,10,4,6,0,4,0,2,1,6,2,5,5,2,4,9,12,2,1,3,4,5,2,5,25,0,20,0,0,1,4,6,25,2,14,1,0,6,5,29,41,6,3,0,1,18,0,0,6,6,1,5,23,0,17,17,0,39,0,0,38,1,0,0,31,2,6,27,0,0,4,4,9,0,6,0,4,0,3,0,0,5,4,8,6,1,10,4,2,4,1,1,4,2,1,4,0,3,1,0,3,2,35,2,0,0,12,4,1,1,8,6,1,2,1,3,6,2,4,5,11,0,7,5,3,3,0,1,0,1,4,3,0,2,12,5,9,4,1,0,1,5,1,11,2,2,1,0,5,4,2,16,0,1,5,0,2,1,3,0,7,0,4,11,0,17,5,5,4,13,5,9,8,0,10,5,1,0,1,4,2,2,6,4,3,1,1,2,1,0,3,1,1,0,1,0,1,0,1,1,2,0,9,0,3,2,2,1,4,0,0,1,10,1,1,1,4,3,1,1,1,5,0,4,1,1,2,0,1,0,0,1,1,0,1,2,2,1,1,3,4,0,1,0,6,2,0,0,3,0,1,0,1,0,1,2,1,0,1,2,2,0,4,0,2,3,0,4,2,4,2,1,1,2,9,3,0,1,10,4,2,0,1,1,5,0,1,3,14,1,3,7,0,3,1,1,1,10,6,9,10,1,5,3,2,1,3,1,0,8,4,7,4,8,0,1,1,7,1,0,4,11,5,1,0,2,5,1,1,1,1,2,0,0,1,3,6,0,0,1,2,1,7,1,7,0,4,1,1,5,1,3,1,3,3,2,2,1,4,0,5,3,2,3,0,8,1,5,1,3,1,1,0,0,6,0,2,4,0,1,18,19,0,3,0,2,0,2,3,2,3,25,3,1,1,21,1,4,4,2,39,3,26,1,0,3,0,1,15,0,2,17,2,3,3,24,3,9,0.079207921,91,2,0,2,1,3,0,34,14,1
22,0,0,12,2,12,3,1,4,1,2,15,2,4,1,5,10,1,7,2,1,3,0.087628866,5,4,8,4,0,1,2,4,1,8,7,4,1,7,2,1,2,2,5,4,3,2,4,0,0,1,3,1,6,2,1,2,3,4,1,2,1,0,6,0,3,8,1,10,0,0,0,3,6,9,0,18,1,0,0,5,29,19,0,1,1,0,20,0,0,3,6,1,7,23,1,12,12,0,16,0,0,23,0,0,0,12,0,2,13,0,0,4,2,7,2,4,0,4,1,3,0,0,0,1,6,5,0,1,1,0,4,1,2,2,0,1,4,1,1,3,0,2,0,23,0,0,0,8,2,1,0,1,3,3,0,0,0,4,1,1,6,2,0,3,6,2,2,0,0,0,1,1,2,0,0,6,4,4,0,2,0,0,0,0,3,2,0,1,1,4,1,2,4,0,0,0,0,1,0,0,0,3,0,0,5,1,2,0,2,1,9,3,4,2,0,8,2,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,1,1,0,5,2,3,6,0,0,4,0,1,0,8,3,2,3,0,1,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,1,0,0,5,0,0,0,0,1,1,2,1,1,2,0,2,0,0,0,0,1,1,1,3,2,1,0,1,1,0,1,0,1,3,0,0,0,4,4,1,1,0,0,1,2,0,2,9,3,1,3,0,2,2,0,2,4,4,3,5,1,6,1,0,2,2,2,1,9,4,3,5,5,0,0,1,2,0,0,3,5,4,1,1,2,2,1,0,0,0,1,1,0,2,0,4,0,0,1,1,0,3,0,5,0,3,1,3,3,2,0,0,6,3,3,3,0,3,0,0,2,1,0,0,2,1,2,1,2,0,1,0,0,1,1,1,0,1,1,9,15,0,2,0,0,0,1,2,0,1,16,1,2,0,9,0,5,4,2,13,1,23,0,2,1,0,1,8,0,0,12,0,1,0,13,2,6,0.124153499,69,2,1,0,1,0,0,24,9,1
25,5,1,13,3,26,2,0,5,3,5,22,1,1,4,1,13,3,14,6,2,11,0.044628099,3,5,7,4,1,3,6,9,1,8,0,2,2,8,7,0,6,4,8,11,4,0,6,2,2,1,5,1,2,2,1,0,8,8,4,3,1,1,9,3,3,14,2,18,0,1,1,1,9,15,2,26,1,0,1,2,31,30,12,0,1,1,26,0,1,5,7,1,10,30,1,17,15,0,28,0,1,27,1,0,2,16,1,8,22,0,2,2,1,3,4,5,2,2,4,3,2,0,3,2,3,4,3,4,2,0,6,2,4,3,1,2,3,1,7,0,0,1,1,21,0,0,0,14,3,1,1,2,7,4,4,2,1,5,1,2,6,3,1,3,5,3,1,2,2,0,1,1,4,1,0,5,9,7,0,3,0,1,3,1,10,0,2,0,1,12,1,0,14,0,2,5,1,1,0,3,1,5,0,1,3,0,8,1,0,3,5,9,2,10,0,8,5,0,1,2,3,1,2,1,0,0,2,1,2,0,0,1,2,0,0,2,4,2,1,1,1,0,1,0,0,0,9,1,1,3,0,0,2,6,0,0,1,0,3,0,1,2,3,3,1,0,1,2,0,2,0,2,1,0,0,0,2,0,1,1,0,1,1,3,3,3,0,0,0,0,0,3,2,2,1,1,3,1,3,1,1,4,1,0,1,1,2,0,3,2,3,1,1,0,0,4,1,5,2,3,3,5,3,0,1,1,2,0,5,9,0,1,9,0,2,0,4,3,7,6,6,3,1,13,0,1,2,0,0,0,7,2,6,7,4,1,0,1,8,0,0,1,7,5,0,0,1,8,1,1,1,0,3,2,0,2,0,2,1,0,1,1,0,3,1,9,0,1,1,1,6,1,2,0,7,2,3,2,0,2,3,3,1,0,1,2,2,2,3,2,6,1,0,1,0,10,2,2,1,2,1,16,35,0,3,0,6,0,1,0,0,1,13,0,2,0,17,2,8,4,2,21,1,25,0,0,0,1,2,16,0,0,17,1,0,0,30,1,20,0.17325228,114,1,1,0,1,2,0,22,16,1
21,1,2,14,6,21,2,0,0,1,2,20,5,1,2,0,12,2,13,4,1,7,0.011363636,4,1,7,4,4,4,6,6,0,11,2,5,1,10,8,1,6,5,6,4,4,1,5,0,2,0,8,0,3,4,0,0,9,4,0,0,0,0,8,1,6,9,1,23,0,1,0,1,4,19,2,31,0,1,1,0,33,34,1,0,0,0,21,0,0,10,7,2,6,29,1,12,17,0,23,0,0,27,5,0,2,12,0,1,14,0,0,3,0,8,3,6,0,2,0,1,2,1,2,4,4,4,0,3,1,1,4,3,0,1,2,1,1,2,2,1,0,3,1,26,3,0,0,16,3,1,0,2,3,2,2,1,2,7,2,3,9,4,0,3,4,0,1,3,3,1,2,4,4,0,1,7,5,6,0,0,0,0,1,1,7,1,0,0,0,4,6,4,8,2,1,2,1,0,3,5,0,9,1,2,8,1,6,4,3,6,6,5,4,9,0,12,2,1,1,0,1,1,2,0,2,0,0,1,8,0,1,2,0,0,0,1,0,0,0,5,1,2,1,4,1,2,7,2,3,3,0,0,1,1,1,3,0,2,2,5,1,0,4,2,0,0,2,5,0,2,2,3,1,0,0,0,1,1,2,0,1,2,0,0,0,5,1,2,1,0,0,0,2,0,0,1,0,2,2,0,0,3,1,0,0,3,1,0,1,1,0,1,0,1,1,4,1,0,0,6,4,4,0,2,2,1,1,0,1,15,2,2,3,1,1,0,1,1,6,2,9,8,1,8,3,1,0,5,4,1,10,3,3,8,5,0,1,0,5,1,0,1,9,8,1,3,1,1,0,1,1,0,1,0,0,4,1,8,1,0,0,1,2,6,0,9,0,2,1,3,6,1,0,0,4,2,4,1,0,2,1,2,4,3,2,2,2,1,2,2,2,0,0,1,0,9,1,1,2,0,3,21,26,3,2,0,3,0,1,0,1,1,18,1,6,1,9,1,2,0,2,20,0,24,1,0,1,0,2,8,0,0,18,1,0,1,11,1,8,0.134615385,84,2,1,0,0,0,0,21,12,1
7,2,0,11,1,21,2,1,2,0,4,8,3,4,3,1,11,2,16,1,1,4,-0.055679287,6,4,3,5,3,2,3,2,1,9,8,3,4,1,8,1,6,0,3,2,1,1,4,1,2,1,8,0,5,3,1,0,5,6,2,1,0,2,1,0,1,14,1,11,0,1,1,1,2,17,1,5,0,2,2,1,18,14,4,0,0,1,8,0,0,5,2,0,4,12,1,18,8,0,21,1,2,21,3,1,1,11,0,5,23,1,0,4,0,1,5,6,1,2,1,1,0,2,1,0,3,4,0,5,4,3,2,2,3,5,1,0,1,1,4,3,1,1,1,21,1,1,1,18,4,1,1,4,6,2,1,0,3,10,0,3,4,4,0,3,5,1,3,0,0,0,1,3,1,0,2,8,3,6,1,1,0,1,2,0,2,2,1,2,2,3,2,5,3,1,3,7,1,0,0,1,3,6,1,3,8,1,11,6,0,1,4,5,5,4,1,10,0,1,0,1,1,0,1,2,0,2,0,1,3,0,0,0,0,1,1,0,2,0,1,2,1,0,2,4,2,2,5,1,1,4,1,0,1,6,0,0,0,3,7,2,3,0,2,0,2,2,0,2,0,1,0,0,1,0,0,1,0,3,1,1,0,0,1,0,3,3,0,0,0,1,0,0,2,0,1,1,5,0,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,0,6,2,1,2,7,0,4,0,0,0,1,1,0,2,4,3,2,3,0,1,2,1,2,9,6,6,4,1,3,2,1,0,3,1,0,2,3,6,5,6,0,0,0,2,1,1,1,5,2,1,1,5,2,1,0,2,0,3,3,1,2,0,4,0,0,0,1,2,7,1,8,0,1,0,0,5,1,1,1,4,1,1,0,0,2,1,2,3,3,2,1,2,0,3,0,2,1,1,0,1,12,1,1,0,0,0,18,12,1,3,0,1,0,0,2,0,1,10,0,2,0,11,3,2,1,3,17,1,16,1,0,0,1,0,8,0,0,16,0,0,0,10,1,5,0.010660981,55,2,1,0,1,1,0,19,9,1
6,0,0,6,0,8,1,0,0,0,1,6,1,3,1,0,5,1,4,2,1,4,0.033898305,0,2,2,3,4,5,0,0,1,4,4,1,0,1,3,1,0,3,1,1,3,0,0,0,2,2,0,0,3,5,0,2,2,2,0,3,1,2,2,0,1,9,2,5,1,0,0,1,1,17,2,3,0,1,0,1,13,6,0,1,1,1,4,0,1,1,2,0,4,11,0,5,8,0,14,0,1,5,0,1,0,12,0,1,8,0,0,1,1,1,0,3,0,2,1,1,1,0,3,0,1,2,0,2,1,0,2,1,0,3,0,0,1,1,0,0,0,1,3,24,1,0,0,4,0,0,2,4,1,0,1,0,1,1,0,1,4,0,0,6,3,0,0,0,0,0,1,1,2,0,0,2,3,1,0,1,0,0,2,0,1,0,2,0,1,0,1,0,4,0,0,1,0,1,2,0,2,1,0,0,1,1,2,2,0,1,7,1,4,1,1,6,0,0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,6,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,2,2,0,0,1,0,0,2,0,2,1,0,0,1,2,0,1,2,0,1,0,1,1,2,1,1,2,0,0,0,0,1,0,1,1,6,3,1,3,1,0,0,0,3,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,1,1,1,1,2,0,1,0,0,2,1,1,1,1,1,0,1,0,2,0,0,1,0,0,1,4,1,2,1,0,0,0,0,0,5,0,1,0,2,1,4,9,0,0,0,2,0,0,1,1,0,8,0,0,0,7,2,2,4,1,9,0,12,0,0,0,1,0,4,0,0,7,0,0,0,5,1,4,-0.119133574,29,1,1,1,0,0,0,19,4,1
36,4,2,26,14,46,6,2,10,3,8,42,9,18,11,0,40,3,42,6,0,14,0.118012422,6,12,14,9,4,7,10,6,4,16,6,7,9,16,16,1,12,19,26,21,9,4,13,5,5,0,8,2,8,7,0,4,14,15,4,4,0,2,19,0,8,37,2,40,1,3,5,4,15,62,3,45,0,3,3,9,61,47,3,0,0,4,57,0,6,22,15,4,13,68,1,25,29,0,58,0,3,75,7,3,1,35,1,9,35,0,1,20,0,9,2,15,2,9,2,0,1,2,6,3,10,12,2,11,6,5,8,8,5,8,2,3,2,7,4,1,0,4,5,58,2,6,5,35,11,1,1,4,17,4,4,3,7,12,0,7,17,12,0,21,11,7,12,1,4,1,2,5,6,0,1,12,14,15,3,2,0,2,7,4,28,3,2,4,4,15,7,10,31,3,4,8,2,2,2,1,5,17,0,8,19,0,17,4,14,9,22,7,9,15,2,19,2,3,2,7,3,2,3,0,1,0,2,3,6,1,1,2,1,3,0,0,1,1,2,2,0,0,3,5,2,7,18,1,8,7,1,1,1,23,6,2,2,6,9,1,5,4,7,1,3,4,3,9,0,1,3,5,3,0,0,0,1,3,3,0,3,3,3,6,1,8,2,4,1,1,1,1,3,0,0,0,3,1,2,1,2,4,0,2,1,4,3,1,5,2,4,2,3,0,3,16,4,0,1,13,7,9,2,5,3,9,4,4,5,16,3,1,11,1,9,0,3,5,21,5,12,20,2,17,3,1,2,9,7,1,29,11,7,11,9,1,2,0,19,3,0,6,24,16,1,3,0,9,1,3,5,1,1,2,0,8,4,14,1,0,3,1,3,7,1,18,1,6,6,5,23,3,5,4,7,2,8,4,2,4,6,6,13,8,2,3,2,1,6,1,12,1,2,0,0,13,6,0,8,0,6,31,68,1,3,1,3,1,2,1,2,6,47,3,3,3,32,3,7,5,2,63,4,51,1,0,2,2,2,40,0,1,40,3,3,1,43,1,26,0.056417489,203,3,3,3,1,3,1,70,21,1
4,0,2,7,3,8,2,1,1,0,1,11,3,3,0,0,10,1,15,0,1,6,0.064220183,1,1,2,4,3,5,4,4,0,3,2,5,5,2,3,1,2,3,7,1,3,0,1,1,0,0,4,1,2,5,0,1,1,4,2,1,0,1,0,0,0,8,0,8,1,2,2,1,6,16,0,4,0,0,2,1,15,9,2,0,0,0,7,1,0,5,2,2,1,10,0,10,17,0,14,0,1,7,0,1,1,14,0,3,8,0,1,1,1,4,1,3,0,3,2,1,1,0,3,2,3,4,0,3,2,0,4,0,1,4,0,0,3,1,1,1,1,2,1,14,0,0,1,8,4,0,0,0,1,1,0,1,0,3,0,1,4,0,0,8,2,1,1,0,0,1,1,0,4,0,1,4,7,5,0,0,0,0,5,1,4,0,0,0,0,3,1,3,5,1,1,2,1,0,0,2,0,4,0,0,2,0,5,2,2,1,4,3,1,0,1,4,0,2,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,4,1,1,2,0,2,0,7,1,0,7,0,1,1,7,1,0,1,3,1,1,0,0,4,1,0,0,0,5,5,0,0,0,2,0,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,7,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,1,2,1,2,1,0,4,1,1,1,2,7,0,6,3,2,4,3,0,1,1,2,1,0,0,6,8,1,0,1,0,0,0,1,0,2,1,0,4,1,8,0,0,0,0,1,1,0,2,0,1,0,0,4,0,0,0,2,1,2,3,0,2,0,2,1,3,0,1,2,0,3,0,0,1,2,0,0,2,0,2,2,1,1,7,8,0,2,0,1,0,0,1,0,0,11,0,1,0,9,2,2,1,0,18,1,15,0,0,0,0,1,4,0,0,12,1,0,0,10,2,6,-0.029761905,49,0,2,3,2,1,0,10,11,1
2,0,1,8,1,9,3,0,0,2,1,7,1,4,0,1,8,0,4,2,0,5,0.033333333,3,2,0,3,1,3,2,2,3,3,0,3,2,7,1,0,0,2,1,1,3,1,1,0,2,0,3,0,2,5,0,1,1,2,0,2,0,2,1,0,2,9,0,10,0,1,1,2,1,10,0,6,1,1,0,1,11,8,0,1,0,0,6,1,0,2,3,1,4,10,0,9,8,0,5,1,0,5,1,0,0,12,1,2,7,0,1,3,0,4,4,1,0,2,0,3,1,1,3,0,2,2,0,2,1,2,0,1,2,2,0,0,1,0,0,0,0,2,0,13,1,0,2,3,1,0,0,0,1,2,0,0,1,3,0,1,5,0,0,1,5,1,1,0,0,0,1,2,1,0,1,1,1,3,0,2,0,0,2,0,2,0,1,0,0,0,0,2,3,1,0,1,0,0,1,0,1,3,1,0,1,1,6,0,2,0,7,2,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,1,2,0,0,1,3,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,1,0,3,1,0,0,3,0,3,0,0,0,2,0,0,2,1,1,0,0,0,0,1,2,0,6,3,1,2,0,3,0,1,0,1,3,0,2,1,1,7,4,1,1,0,2,0,0,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,2,0,3,1,0,1,0,0,1,0,0,0,3,0,2,0,1,0,2,0,0,2,0,0,1,1,0,6,9,0,1,0,0,1,0,0,2,0,6,0,0,0,8,2,2,2,2,5,0,13,0,0,0,0,0,5,0,1,8,0,1,0,8,0,3,-0.016666667,31,0,0,1,0,4,0,13,8,1
20,0,2,21,5,18,3,1,5,1,2,13,5,4,4,1,15,2,6,5,2,9,-0.077192982,6,9,8,8,5,2,5,3,2,9,9,3,3,10,3,1,11,6,4,5,5,0,3,1,2,0,10,1,3,3,2,0,7,7,6,3,2,0,5,1,2,16,1,21,2,0,1,1,5,21,0,17,4,0,4,5,46,29,4,1,0,0,13,1,1,2,9,4,5,15,0,21,11,2,31,1,0,34,1,0,1,25,0,3,25,0,1,6,0,6,3,1,0,8,2,2,1,2,6,1,2,3,0,4,2,1,4,4,2,3,2,0,8,1,6,0,0,2,5,37,0,2,1,11,3,0,2,3,3,3,1,3,3,4,0,5,11,6,0,6,4,3,3,3,2,1,1,5,2,2,0,6,2,9,1,1,0,1,2,1,6,3,2,0,1,6,6,6,9,0,0,6,0,2,0,2,2,9,0,4,8,0,7,7,4,4,7,5,9,5,1,7,1,0,2,0,2,0,1,2,0,2,0,1,3,1,1,1,1,0,0,0,1,0,1,6,2,1,2,3,2,2,8,4,3,4,0,0,0,6,3,0,1,5,7,2,1,0,2,1,3,3,1,5,1,0,0,0,2,0,0,0,0,1,3,0,1,2,1,0,2,2,1,0,0,0,1,2,4,1,0,1,2,0,2,2,1,3,1,3,0,4,2,2,3,2,0,0,2,0,2,5,1,0,0,6,3,3,2,0,0,1,1,3,4,12,2,4,6,0,3,2,2,1,8,2,2,6,0,5,2,0,2,4,4,1,7,4,7,4,3,1,1,0,5,0,0,5,5,3,0,2,1,4,1,1,0,1,3,1,0,3,0,6,0,0,0,0,0,5,0,3,0,0,2,0,10,0,3,1,0,2,2,4,0,2,0,1,1,0,1,1,3,0,3,0,2,2,0,1,1,4,2,2,2,0,0,16,21,0,2,0,1,0,3,1,1,1,9,2,2,0,17,2,5,0,0,24,1,27,0,0,0,1,0,12,0,0,22,1,1,2,18,3,9,0.088607595,81,3,1,2,0,0,0,25,9,1
